Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes All Connectives per Token,Cohesive Complexity Feature: Mendes Single-Word Connectives per Token,Lexical Richness: Type Token Ratio (Segments of Length 50),Lexical Richness: Type Token Ratio (TTR Lexical Words),Lexical Richness: Type Token Ratio (TTR Nouns),Lexical Richness: Type Token Ratio (TTR Verbs incl. modals per Lexical Types),Lexical Richness: Type Token Ratio (TTR Verbs incl. modals),Lexical Sophistication Feature: Age of Acquisition (AW Token),Lexical Sophistication Feature: Imageability (LW Type),Lexical Sophistication Feature: SUBTLEX Frequency Band 5,Lexical Sophistication Feature: SUBTLEX Frequency Band 6,Lexical Sophistication Feature: SUBTLEX Frequency Top 1000,Lexical Sophistication Feature: SUBTLEX Frequency Top 5000,Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (FW Token),Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (LW Type),Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (SD Adj Type),Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (SD Adv Type),Morphological Complexity Inflection Feature: Indicatives per Verb,Morphological Complexity Inflection Feature: Past Participle Verb Density,Morphological Complexity Inflection Feature: Third Person per word token,POS Density Feature: Adverb,POS Density Feature: Coordinating Conjunction,POS Density Feature: Foreign Word,POS Density Feature: Particle,POS Density Feature: Pronoun,Referential Cohesion: Local Noun Overlap (lemma-based),Syntactic Complexity Feature: Inverted Pseudoclefts per VP,Level
0.025,0.088888888888889,0.088888888888889,0.7625,0.831632653061224,0.81,0.26530612244898,0.838709677419355,3.63872340425532,4.85658536585366,0.141666666666667,0.233333333333333,0.644444444444444,0.016666666666667,5.99991538461538,3.63437058823529,0.962163140296621,0.874324096064116,0.580645161290323,0.022222222222222,0.116666666666667,0.052777777777778,0.025,0,0,0.05,0,0,1
0.05421686746988,0.126506024096386,0.126506024096386,0.78331797235023,0.811111111111111,0.760416666666667,0.255555555555556,0.938775510204082,3.70454545454545,4.67233333333333,0.120481927710843,0.219879518072289,0.61144578313253,0.024096385542169,5.89748120805369,3.21120775193798,1.14955930317455,0.846136256606222,0.714285714285714,0.030120481927711,0.117469879518072,0.069277108433735,0.045180722891566,0,0,0.060240963855422,0,0,1
0.025714285714286,0.088571428571429,0.088571428571429,0.767301587301587,0.793478260869565,0.78494623655914,0.25,0.807017543859649,3.60029411764706,4.94970588235294,0.094285714285714,0.225714285714286,0.611428571428571,0.017142857142857,5.95402452830189,3.32999618320611,0.858315550532387,1.11160232462246,0.736842105263158,0.017142857142857,0.14,0.051428571428571,0.022857142857143,0,0,0.051428571428571,0,0,1
0.036414565826331,0.07843137254902,0.07843137254902,0.8075,0.834170854271357,0.848484848484849,0.195979899497487,0.8125,3.83121212121212,4.70121951219512,0.134453781512605,0.226890756302521,0.630252100840336,0.028011204481793,5.96084342105263,3.45835866666667,1.05563071307855,0.513977939057928,0.520833333333333,0.008403361344538,0.092436974789916,0.072829131652661,0.028011204481793,0,0,0.028011204481793,0,0,1
0.022792022792023,0.131054131054131,0.131054131054131,0.785,0.793650793650794,0.79746835443038,0.285714285714286,0.9,3.52660377358491,4.95585365853659,0.148148148148148,0.230769230769231,0.698005698005698,0.01994301994302,5.99150925925926,3.52422183098592,0.98360551238797,1.48528876483499,0.633333333333333,0,0.142450142450142,0.082621082621083,0.034188034188034,0,0,0.091168091168091,0,0,1
0.051359516616314,0.126888217522659,0.126888217522659,0.799802955665025,0.835978835978836,0.793103448275862,0.275132275132275,0.896551724137931,3.39607142857143,4.666875,0.13595166163142,0.205438066465257,0.607250755287009,0.018126888217523,5.88116330935252,3.37315068493151,0.990019294857289,1.04248964892034,0.551724137931034,0.012084592145015,0.120845921450151,0.060422960725076,0.042296072507553,0,0,0.04833836858006,0,0,1
0.048192771084337,0.108433734939759,0.108433734939759,0.764175824175824,0.834285714285714,0.822222222222222,0.291428571428571,0.836065573770492,4,4.47857142857143,0.132530120481928,0.228915662650602,0.63855421686747,0.024096385542169,5.87486756756757,3.44870526315789,1.26029851546974,0.826798660222339,0.508196721311475,0.048192771084337,0.114457831325301,0.045180722891566,0.039156626506024,0,0,0.036144578313253,0,0,1
0.046242774566474,0.104046242774566,0.104046242774566,0.78006968641115,0.787234042553192,0.831578947368421,0.191489361702128,0.73469387755102,2.77592592592593,4.92820512820513,0.127167630057803,0.216763005780347,0.630057803468208,0.008670520231214,5.89071907894737,3.52197936507936,0.999233355082033,0.727689476856216,0.612244897959184,0.011560693641619,0.11849710982659,0.054913294797688,0.052023121387283,0,0,0.040462427745665,0,0,1
0.018237082066869,0.103343465045593,0.103343465045593,0.727619047619048,0.734463276836158,0.758620689655172,0.19774011299435,0.7,3.03410256410256,4.9396875,0.127659574468085,0.194528875379939,0.668693009118541,0.012158054711246,6.04332534246575,3.38346785714286,1.03697375210952,0.777838677478703,0.66,0.018237082066869,0.151975683890578,0.063829787234043,0.027355623100304,0,0,0.063829787234043,0,0,1
0.033766233766234,0.090909090909091,0.090909090909091,0.730454545454545,0.876923076923077,0.866666666666667,0.271794871794872,0.929824561403509,3.0941935483871,4.84888888888889,0.122077922077922,0.244155844155844,0.628571428571429,0.020779220779221,5.93647314285714,3.49586736111111,1.2060941388276,0.706875832555842,0.631578947368421,0.018181818181818,0.101298701298701,0.044155844155844,0.036363636363636,0,0,0.028571428571429,0,0,1
