Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes Concessive Connectives per Token,Lexical Richness: Type Token Ratio (10 Segments),Lexical Richness: Type Token Ratio (Log10 TTR Verbs),Lexical Sophistication Feature: Imageability (AW Type),Lexical Sophistication Feature: SUBTLEX Frequency Band 2,Lexical Sophistication Feature: SUBTLEX Frequency Band 3,Lexical Sophistication Feature: SUBTLEX Frequency Band 4,Lexical Sophistication Feature: SUBTLEX Frequency Band 7,Lexical Sophistication Feature: SUBTLEX Frequency Top 3000,Lexical Sophistication Feature: SUBTLEX Frequency Top 4000,Lexical Sophistication Feature: SUBTLEX Frequency Top 6000 and Below,Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (AW Type),Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (FW Type),Lexical Sophistication Feature: SUBTLEX Logarithmic Word Frequency (SD AW Token),Mean Global Edit Distance for Lemmas,Morphological Complexity Inflection Feature: First Person per word token,Morphological Complexity Inflection Feature: Indicatives per Verb,Morphological Complexity Inflection Feature: Masculine inflection per word token,Morphological Complexity Inflection Feature: Subjunctives per verb token,Morphological Complexity Inflection Feature: Subjunctives per word token,Morphological Complexity Inflection Feature: Third Person per word token,Number of Morphological Features: Pluperfect Verb per VP,Number of Morphological Features: Subjunctive Verb per VP,POS Density Feature: Article,POS Density Feature: Cardinal Number,POS Density Feature: Coordinating Conjunction,POS Density Feature: Determiner,POS Density Feature: Foreign Word,POS Density Feature: Interjection,Referential Cohesion: SD of Global Lexical Overlap (lemma-based),Syntactic Complexity Feature: Dependent clauses per T-unit,Syntactic Complexity Feature: It-Clefts per VP,Syntactic Complexity Feature: Relative Clauses per Clause,Proficiency
0.043165467625899,0,0.907142857142857,0.936921070344715,4.460625,0.02158273381295,0.028776978417266,0.251798561151079,0.330935251798561,0.007194244604317,0.043165467625899,0.050359712230216,4.36260757575758,5.72526666666667,1.36577231635903,1.47568176702314,0.057553956834532,0.555555555555556,0.345323741007194,0,0,0.043165467625899,0,0,0.151079136690647,0.007194244604317,0.035971223021583,0.151079136690647,0,0,0.115123794889162,0.1,0,0.1,1
0.073170731707317,0,0.933333333333333,0.939066946514493,5.19263157894737,0.008130081300813,0.024390243902439,0.154471544715447,0.276422764227642,0.040650406504065,0.008130081300813,0.040650406504065,4.6430987012987,5.53186842105263,1.11413292575366,1.47160999282922,0.08130081300813,0.739130434782609,0.203252032520325,0,0,0.073170731707317,0,0,0.138211382113821,0,0.08130081300813,0.138211382113821,0,0,0.031924787070625,0.142857142857143,0,0,1
0.1,0,0.911111111111111,0.978602168472904,5.79454545454545,0.022222222222222,0.044444444444444,0.1,0.288888888888889,0,0.011111111111111,0.088888888888889,4.39697317073171,5.77063076923077,1.41500341926343,1.53519140967082,0.122222222222222,0.941176470588235,0.188888888888889,0,0,0.066666666666667,0,0,0.2,0.011111111111111,0.088888888888889,0.2,0,0,0.052704627669473,0,0,0,1
0.100529100529101,0,0.815789473684211,0.921879521851461,5.2145,0.010582010582011,0.021164021164021,0.084656084656085,0.328042328042328,0.010582010582011,0.005291005291005,0.031746031746032,4.56096857142857,5.63947368421053,1.1047707070634,1.42886185479135,0.111111111111111,0.833333333333333,0.306878306878307,0,0,0.058201058201058,0,0,0.169312169312169,0.015873015873016,0.08994708994709,0.169312169312169,0,0,0.03650020134814,0.115384615384615,0,0.037037037037037,1
0.020833333333333,0,0.873684210526316,0.921879521851461,4.94111111111111,0,0.03125,0.197916666666667,0.265625,0.036458333333333,0.026041666666667,0.036458333333333,4.36868191489362,5.60192608695652,1.19160375454456,1.51349272231059,0.036458333333333,0.533333333333333,0.401041666666667,0,0,0.072916666666667,0,0,0.239583333333333,0,0.020833333333333,0.239583333333333,0,0,0.041883395749284,0.375,0.083333333333333,0.269230769230769,1
0.043478260869565,0,0.88125,0.903593867168606,4.40458333333333,0.018633540372671,0.08695652173913,0.111801242236025,0.316770186335404,0.031055900621118,0.018633540372671,0.111801242236025,4.23292553191489,5.41928846153846,1.41725072874374,1.47917539982823,0.037267080745342,0.739130434782609,0.204968944099379,0.043478260869565,0.006211180124224,0.08695652173913,0,0.045454545454546,0.186335403726708,0.006211180124224,0.031055900621118,0.186335403726708,0,0.006211180124224,0.018478655820585,0.136363636363636,0,0.08695652173913,2
0.02962962962963,0,0.822222222222222,0.958757542648176,3.9951724137931,0.048148148148148,0.092592592592593,0.166666666666667,0.27037037037037,0.037037037037037,0.025925925925926,0.151851851851852,3.93205984251968,5.40043793103448,1.53936521163906,1.47053803313776,0.003703703703704,0.523809523809524,0.288888888888889,0.071428571428571,0.011111111111111,0.096296296296296,0,0.125,0.218518518518519,0.003703703703704,0.048148148148148,0.218518518518519,0,0,0.033199182905476,0.375,0,0.214285714285714,2
0.030612244897959,0,0.87875,0.931814526565758,4.35382352941176,0.035714285714286,0.035714285714286,0.153061224489796,0.341836734693878,0.020408163265306,0.030612244897959,0.076530612244898,4.16519633027523,5.36392222222222,1.39264759373317,1.44156640590466,0.01530612244898,0.666666666666667,0.316326530612245,0,0,0.11734693877551,0,0,0.214285714285714,0,0.035714285714286,0.214285714285714,0,0,0.026245172172552,0.428571428571429,0,0.181818181818182,2
0.009569377990431,0,0.895,0.952757062133867,4.8144,0.009569377990431,0.043062200956938,0.167464114832536,0.258373205741627,0.028708133971292,0.043062200956938,0.052631578947368,4.40789191919192,5.51731071428571,1.27517705378261,1.57965634342641,0.105263157894737,0.605263157894737,0.296650717703349,0.105263157894737,0.019138755980861,0.066985645933014,0,0.166666666666667,0.129186602870813,0.033492822966507,0.009569377990431,0.129186602870813,0,0,0.018960760331756,0.458333333333333,0,0.285714285714286,2
0.018181818181818,0,0.918181818181818,0.945834074804076,4.30090909090909,0.009090909090909,0.063636363636364,0.127272727272727,0.272727272727273,0.018181818181818,0.018181818181818,0.072727272727273,4.5436262295082,5.67607,1.25469145786405,1.57742023077804,0.027272727272727,0.52,0.272727272727273,0.04,0.009090909090909,0.127272727272727,0,0.0625,0.172727272727273,0,0.036363636363636,0.172727272727273,0,0,0.019440394783994,0.5625,0,0.277777777777778,2
0.024,0,0.83047619047619,0.93398037547162,4.65333333333333,0.004,0.056,0.156,0.28,0.056,0.016,0.068,4.28516666666667,5.43891176470588,1.28588278445962,1.46262942692252,0.044,0.377777777777778,0.3,0.177777777777778,0.032,0.08,0,0.258064516129032,0.212,0.016,0.02,0.212,0,0,0.047552203424585,0.32258064516129,0,0.212121212121212,2
0.059347181008902,0,0.7853889943074,0.963447336969692,4.125,0.026706231454006,0.115727002967359,0.15727002967359,0.329376854599407,0.041543026706232,0.017804154302671,0.160237388724036,3.89029802631579,5.23805555555556,1.49201470846469,1.45576085133423,0.029673590504451,0.517241379310345,0.216617210682493,0.051724137931035,0.008902077151335,0.124629080118694,0,0.088235294117647,0.169139465875371,0.008902077151335,0.077151335311573,0.169139465875371,0,0,0.048568355386511,0.176470588235294,0,0.083333333333333,3
0.008264462809917,0,0.85,0.954211670651762,4.18909090909091,0.020661157024793,0.090909090909091,0.161157024793388,0.305785123966942,0.012396694214876,0.041322314049587,0.115702479338843,4.10274094488189,5.40319333333333,1.39987770256731,1.44650801833387,0.020661157024793,0.545454545454545,0.243801652892562,0,0,0.090909090909091,0,0,0.223140495867769,0,0.016528925619835,0.223140495867769,0,0,0.049049307366174,0.454545454545455,0.03030303030303,0.272727272727273,3
0.036544850498339,0,0.796666666666667,0.932764251318837,4.87916666666667,0,0.016611295681063,0.162790697674419,0.302325581395349,0.056478405315615,0.009966777408638,0.023255813953488,4.34068604651163,5.33501935483871,1.14994931205781,1.42219276112794,0.013289036544851,0.770833333333333,0.26578073089701,0.041666666666667,0.006644518272425,0.13953488372093,0,0.045454545454546,0.239202657807309,0.003322259136213,0.036544850498339,0.239202657807309,0,0,0.082574673848829,0.295454545454545,0,0.111111111111111,1
0.056910569105691,0,0.916666666666667,0.917599920701844,5.46416666666667,0.008130081300813,0.048780487804878,0.146341463414634,0.373983739837398,0.016260162601626,0.016260162601626,0.056910569105691,4.48886666666667,5.19176086956522,1.2251844120725,1.41517922983091,0.170731707317073,0.8,0.284552845528455,0,0,0.016260162601626,0,0,0.211382113821138,0.065040650406504,0.024390243902439,0.211382113821138,0,0,0.055237760214213,0,0,0,1
0.055276381909548,0,0.8475,0.989086010759597,4.93739130434783,0.005025125628141,0.045226130653266,0.170854271356784,0.321608040201005,0.040201005025126,0.015075376884422,0.075376884422111,4.1877,5.40378421052632,1.30593826178971,1.37122092797462,0.190954773869347,0.892857142857143,0.35678391959799,0,0,0.020100502512563,0,0,0.125628140703518,0.040201005025126,0.07035175879397,0.125628140703518,0,0,0.036895574084858,0.038461538461539,0,0,1
0.071428571428571,0,0.822222222222222,0.916393129919492,5.27357142857143,0,0.038461538461539,0.137362637362637,0.307692307692308,0.054945054945055,0.032967032967033,0.038461538461539,4.29261884057971,5.6607375,1.19430672990446,1.34416739258327,0.131868131868132,0.714285714285714,0.192307692307692,0.028571428571429,0.005494505494505,0.010989010989011,0,0.037037037037037,0.236263736263736,0,0.049450549450549,0.236263736263736,0,0,0.124488056999463,0.074074074074074,0,0,1
0.052631578947368,0,0.983333333333333,1,4.44333333333333,0,0.017543859649123,0.228070175438596,0.245614035087719,0.035087719298246,0.035087719298246,0.017543859649123,4.67539166666667,5.935575,1.17153961479278,1.39615585519945,0.105263157894737,0.8,0.368421052631579,0.1,0.017543859649123,0.070175438596491,0,0.125,0.140350877192982,0,0.105263157894737,0.140350877192982,0,0,0.04500673276335,0,0,0,1
0.032448377581121,0,0.802406417112299,0.92576480861294,3.87655172413793,0.008849557522124,0.050147492625369,0.153392330383481,0.294985250737463,0.032448377581121,0.014749262536873,0.064896755162242,4.33526620689655,5.49296,1.23143869756659,1.49331506455963,0.020648967551622,0.59375,0.268436578171091,0,0,0.147492625368732,0,0,0.176991150442478,0.005899705014749,0.032448377581121,0.176991150442478,0,0,0.036296905360492,0.533333333333333,0,0.288461538461538,1
0.033333333333333,0,0.922222222222222,0.964829795843928,4.90285714285714,0,0.011111111111111,0.122222222222222,0.255555555555556,0.011111111111111,0.011111111111111,0.022222222222222,4.93955178571429,5.70292631578947,0.970895671545,1.30824944444165,0.1,0.7,0.4,0,0,0.122222222222222,0,0,0.144444444444444,0,0.033333333333333,0.144444444444444,0,0,0.133530555891621,0.111111111111111,0,0.111111111111111,1
0.084942084942085,0,0.830307692307692,0.95940823579071,5.105,0.019305019305019,0.038610038610039,0.135135135135135,0.285714285714286,0.019305019305019,0.015444015444015,0.065637065637066,4.19103818181818,5.49886153846154,1.29406494755553,1.41486516619578,0.011583011583012,0.779661016949153,0.27027027027027,0.016949152542373,0.003861003861004,0.266409266409266,0,0.025641025641026,0.173745173745174,0.011583011583012,0.077220077220077,0.173745173745174,0,0,0.029592066458186,0.256410256410256,0,0.113636363636364,1
0.03448275862069,0,0.988888888888889,0.980224545965827,4.94384615384615,0,0.022988505747126,0.218390804597701,0.195402298850575,0.022988505747126,0.045977011494253,0.03448275862069,4.6523625,5.79881176470588,1.17102617799178,1.29541737668669,0.114942528735632,0.722222222222222,0.471264367816092,0,0,0.080459770114943,0,0,0.080459770114943,0.011494252873563,0.03448275862069,0.080459770114943,0,0.011494252873563,0.12888461850748,0.0625,0,0.0625,1
